"","region","year","mpa_status","site_name","ca_mpa_name_short","site_pair","haul_number","month_day_haul_no","species_code","common_name","count","tl_mm","sl_mm","scientificname_accepted","class","order","family","trophicgroup","broadtrophic","targeted","fish_length","fish_weight_individual","fish_weight","month_day","month","day"
"2110","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,75,62,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.2,0.00714984,0.00714984,"8_8","8",8
"2111","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,195,162,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",16.2,0.12754584,0.12754584,"8_8","8",8
"2112","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,71,59,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.9,0.00616137,0.00616137,"8_8","8",8
"2113","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,68,55,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.5,0.00499125,0.00499125,"8_8","8",8
"2114","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,89,73,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7.3,0.01167051,0.01167051,"8_8","8",8
"2115","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,72,60,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6,0.00648,0.00648,"8_8","8",8
"2116","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,69,56,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.6,0.00526848,0.00526848,"8_8","8",8
"2117","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,77,62,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.2,0.00714984,0.00714984,"8_8","8",8
"2118","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,70,57,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.7,0.00555579,0.00555579,"8_8","8",8
"2119","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,75,60,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6,0.00648,0.00648,"8_8","8",8
"2120","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,70,56,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.6,0.00526848,0.00526848,"8_8","8",8
"2121","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,70,56,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.6,0.00526848,0.00526848,"8_8","8",8
"2122","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,70,58,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.8,0.00585336,0.00585336,"8_8","8",8
"2123","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,79,65,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.5,0.00823875,0.00823875,"8_8","8",8
"2124","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,71,60,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6,0.00648,0.00648,"8_8","8",8
"2125","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,77,62,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.2,0.00714984,0.00714984,"8_8","8",8
"2126","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",1,"8_8_1","AARG","barred surfperch",1,78,65,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.5,0.00823875,0.00823875,"8_8","8",8
"2127","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,180,175,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",17.5,0.16078125,0.16078125,"8_8","8",8
"2128","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,78,59,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.9,0.00616137,0.00616137,"8_8","8",8
"2129","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,186,176,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",17.6,0.16355328,0.16355328,"8_8","8",8
"2130","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,189,181,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",18.1,0.17789223,0.17789223,"8_8","8",8
"2131","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,205,178,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",17.8,0.16919256,0.16919256,"8_8","8",8
"2132","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,186,163,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",16.3,0.12992241,0.12992241,"8_8","8",8
"2133","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,188,165,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",16.5,0.13476375,0.13476375,"8_8","8",8
"2134","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,188,162,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",16.2,0.12754584,0.12754584,"8_8","8",8
"2135","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,66,55,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.5,0.00499125,0.00499125,"8_8","8",8
"2136","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,169,144,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",14.4,0.08957952,0.08957952,"8_8","8",8
"2137","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,89,71,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7.1,0.01073733,0.01073733,"8_8","8",8
"2138","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,80,67,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.7,0.00902289,0.00902289,"8_8","8",8
"2139","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,177,152,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",15.2,0.10535424,0.10535424,"8_8","8",8
"2140","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,172,145,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",14.5,0.09145875,0.09145875,"8_8","8",8
"2141","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,92,75,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7.5,0.01265625,0.01265625,"8_8","8",8
"2142","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,83,70,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7,0.01029,0.01029,"8_8","8",8
"2143","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,79,67,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.7,0.00902289,0.00902289,"8_8","8",8
"2144","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,87,73,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7.3,0.01167051,0.01167051,"8_8","8",8
"2145","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,80,65,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.5,0.00823875,0.00823875,"8_8","8",8
"2146","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,83,70,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7,0.01029,0.01029,"8_8","8",8
"2147","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,90,75,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7.5,0.01265625,0.01265625,"8_8","8",8
"2148","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,89,74,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7.4,0.01215672,0.01215672,"8_8","8",8
"2149","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,85,70,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7,0.01029,0.01029,"8_8","8",8
"2150","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,73,61,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.1,0.00680943,0.00680943,"8_8","8",8
"2151","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,90,71,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7.1,0.01073733,0.01073733,"8_8","8",8
"2152","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,75,60,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6,0.00648,0.00648,"8_8","8",8
"2153","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,82,68,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.8,0.00943296,0.00943296,"8_8","8",8
"2154","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,85,71,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7.1,0.01073733,0.01073733,"8_8","8",8
"2155","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,83,73,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7.3,0.01167051,0.01167051,"8_8","8",8
"2156","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,75,62,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.2,0.00714984,0.00714984,"8_8","8",8
"2157","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,73,60,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6,0.00648,0.00648,"8_8","8",8
"2158","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",2,"8_8_2","AARG","barred surfperch",1,91,76,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",7.6,0.01316928,0.01316928,"8_8","8",8
"2159","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",3,"8_8_3","AARG","barred surfperch",1,172,150,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",15,0.10125,0.10125,"8_8","8",8
"2160","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",3,"8_8_3","AARG","barred surfperch",1,174,144,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",14.4,0.08957952,0.08957952,"8_8","8",8
"2161","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",3,"8_8_3","AARG","barred surfperch",1,71,68,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.8,0.00943296,0.00943296,"8_8","8",8
"2162","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",3,"8_8_3","AARG","barred surfperch",1,192,160,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",16,0.12288,0.12288,"8_8","8",8
"2163","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",3,"8_8_3","AARG","barred surfperch",1,67,54,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.4,0.00472392,0.00472392,"8_8","8",8
"2164","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",6,"8_8_6","AARG","barred surfperch",1,194,160,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",16,0.12288,0.12288,"8_8","8",8
"2165","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",6,"8_8_6","AARG","barred surfperch",1,184,155,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",15.5,0.11171625,0.11171625,"8_8","8",8
"2166","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",6,"8_8_6","AARG","barred surfperch",1,193,162,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",16.2,0.12754584,0.12754584,"8_8","8",8
"2167","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",3,"9_20_3","AARG","barred surfperch",1,103,84,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",8.4,0.01778112,0.01778112,"9_20","9",20
"2168","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",3,"9_20_3","AARG","barred surfperch",1,102,84,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",8.4,0.01778112,0.01778112,"9_20","9",20
"2169","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",4,"9_20_4","AARG","barred surfperch",1,104,86,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",8.6,0.01908168,0.01908168,"9_20","9",20
"2170","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",5,"9_20_5","AARG","barred surfperch",1,227,189,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",18.9,0.20253807,0.20253807,"9_20","9",20
"2171","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",5,"9_20_5","AARG","barred surfperch",1,107,86,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",8.6,0.01908168,0.01908168,"9_20","9",20
"2172","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",5,"9_20_5","AARG","barred surfperch",1,74,61,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.1,0.00680943,0.00680943,"9_20","9",20
"2173","Central",2019,"MPA","Spanish Bay","Asilomar SMR","G",6,"9_20_6","AARG","barred surfperch",1,82,66,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.6,0.00862488,0.00862488,"9_20","9",20
"2174","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",1,"7_18_1","AARG","barred surfperch",1,170,135,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",13.5,0.07381125,0.07381125,"7_18","7",18
"2175","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",4,"7_18_4","AARG","barred surfperch",1,155,135,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",13.5,0.07381125,0.07381125,"7_18","7",18
"2176","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",5,"7_18_5","AARG","barred surfperch",1,165,130,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",13,0.06591,0.06591,"7_18","7",18
"2177","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",5,"7_18_5","AARG","barred surfperch",1,170,140,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",14,0.08232,0.08232,"7_18","7",18
"2178","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",6,"7_18_6","AARG","barred surfperch",1,285,230,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",23,0.36501,0.36501,"7_18","7",18
"2179","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",1,"8_15_1","AARG","barred surfperch",1,84,68,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.8,0.00943296,0.00943296,"8_15","8",15
"2180","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",1,"8_15_1","AARG","barred surfperch",1,71,58,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.8,0.00585336,0.00585336,"8_15","8",15
"2181","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",1,"8_15_1","AARG","barred surfperch",1,70,56,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.6,0.00526848,0.00526848,"8_15","8",15
"2182","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",1,"8_15_1","AARG","barred surfperch",1,72,60,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6,0.00648,0.00648,"8_15","8",15
"2183","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",1,"8_15_1","AARG","barred surfperch",1,75,62,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.2,0.00714984,0.00714984,"8_15","8",15
"2184","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",1,"8_15_1","AARG","barred surfperch",1,79,64,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.4,0.00786432,0.00786432,"8_15","8",15
"2185","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",1,"8_15_1","AARG","barred surfperch",1,70,60,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6,0.00648,0.00648,"8_15","8",15
"2186","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",1,"8_15_1","AARG","barred surfperch",1,75,62,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.2,0.00714984,0.00714984,"8_15","8",15
"2187","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",1,"8_15_1","AARG","barred surfperch",1,78,65,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",6.5,0.00823875,0.00823875,"8_15","8",15
"2188","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",2,"8_15_2","HELL","silver surfperch",1,66,55,"Hyperprosopon ellipticum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",66,0.00349756776721453,0.00349756776721453,"8_15","8",15
"2189","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",2,"8_15_2","HELL","silver surfperch",1,80,65,"Hyperprosopon ellipticum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",80,0.00650682678812255,0.00650682678812255,"8_15","8",15
"2190","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",2,"8_15_2","HELL","silver surfperch",1,80,65,"Hyperprosopon ellipticum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",80,0.00650682678812255,0.00650682678812255,"8_15","8",15
"2191","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",2,"8_15_2","HELL","silver surfperch",1,176,151,"Hyperprosopon ellipticum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",176,0.0828642563035809,0.0828642563035809,"8_15","8",15
"2192","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",3,"8_15_3","AARG","barred surfperch",1,168,140,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",14,0.08232,0.08232,"8_15","8",15
"2193","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",3,"8_15_3","AARG","barred surfperch",1,195,165,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",16.5,0.13476375,0.13476375,"8_15","8",15
"2194","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",3,"8_15_3","AARG","barred surfperch",1,69,56,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.6,0.00526848,0.00526848,"8_15","8",15
"2195","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",3,"8_15_3","AARG","barred surfperch",1,191,156,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",15.6,0.11389248,0.11389248,"8_15","8",15
"2196","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",3,"8_15_3","HELL","silver surfperch",1,92,75,"Hyperprosopon ellipticum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",92,0.0102150659954404,0.0102150659954404,"8_15","8",15
"2197","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",3,"8_15_3","AARG","barred surfperch",1,67,55,"Amphistichus argenteus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",5.5,0.00499125,0.00499125,"8_15","8",15
"2198","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",3,"8_15_3","HELL","silver surfperch",1,94,75,"Hyperprosopon ellipticum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",94,0.0109491761187722,0.0109491761187722,"8_15","8",15
"2199","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",3,"8_15_3","HELL","silver surfperch",1,183,154,"Hyperprosopon ellipticum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",183,0.0939782869760217,0.0939782869760217,"8_15","8",15
"2200","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",3,"8_15_3","HELL","silver surfperch",1,179,146,"Hyperprosopon ellipticum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",179,0.0875093763755186,0.0875093763755186,"8_15","8",15
"2201","Central",2019,"Reference","Carmel Beach","Carmel Bay SMCA","G",3,"8_15_3","HELL","silver surfperch",1,99,80,"Hyperprosopon ellipticum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",99,0.0129423348203547,0.0129423348203547,"8_15","8",15
